lg,yr,wk,date,tm,g,ga,xg,xga,npxg,npxga,npxgd,xpts,h_a,w,l,d,result,pts
La liga,2018,18,2019-01-06,Barcelona,2,1,2.16266,1.08947,2.16266,1.08947,1.0731899999999999,2.1833,a,1,0,0,w,3
La liga,2018,18,2019-01-06,Eibar,0,0,2.02017,1.05089,2.02017,1.05089,0.9692799999999997,2.1010999999999997,h,0,0,1,d,1
La liga,2018,18,2019-01-06,Getafe,1,2,1.08947,2.16266,1.08947,2.16266,-1.0731899999999999,0.6005,h,0,1,0,l,0
La liga,2018,18,2019-01-06,Real Madrid,0,2,2.2027,2.29324,2.2027,1.54996,0.6527400000000001,1.3016,h,0,1,0,l,0
La liga,2018,18,2019-01-06,Real Sociedad,2,0,2.29324,2.2027,1.54996,2.2027,-0.6527400000000001,1.4693,a,1,0,0,w,3
La liga,2018,18,2019-01-06,Sevilla,1,1,1.57396,0.758265,1.57396,0.758265,0.8156950000000001,2.0331,h,0,0,1,d,1
La liga,2018,18,2019-01-06,Villarreal,0,0,1.05089,2.02017,1.05089,2.02017,-0.9692799999999997,0.6611,a,0,0,1,d,1
La liga,2018,18,2019-01-07,Athletic Club,2,1,2.13661,2.1296,2.13661,2.1296,0.007010000000000183,1.4015,a,1,0,0,w,3
La liga,2018,18,2019-01-07,Celta Vigo,1,2,2.1296,2.13661,2.1296,2.13661,-0.007010000000000183,1.3397,h,0,1,0,l,0
La liga,2018,19,2019-01-11,Celta Vigo,2,4,1.39354,2.07355,0.650261,2.07355,-1.423289,0.8579,a,0,1,0,l,0
La liga,2018,19,2019-01-11,Rayo Vallecano,4,2,2.07355,1.39354,2.07355,0.650261,1.423289,1.8920000000000001,h,1,0,0,w,3
La liga,2018,19,2019-01-12,Alaves,1,1,1.04715,0.538744,1.04715,0.538744,0.508406,1.8176,a,0,0,1,d,1
La liga,2018,19,2019-01-12,Getafe,2,1,0.845554,2.91695,0.845554,2.17368,-1.3281260000000001,0.2191,a,1,0,0,w,3
La liga,2018,19,2019-01-12,Girona,1,1,0.538744,1.04715,0.538744,1.04715,-0.508406,0.8444,h,0,0,1,d,1
La liga,2018,19,2019-01-12,Leganes,1,0,1.94908,0.440876,1.94908,0.440876,1.5082039999999999,2.5638000000000005,h,1,0,0,w,3
La liga,2018,19,2019-01-12,Real Valladolid,1,1,0.167732,3.62567,0.167732,2.76929,-2.601558,0.009,a,0,0,1,d,1
La liga,2018,19,2019-01-12,SD Huesca,0,1,0.440876,1.94908,0.440876,1.94908,-1.5082039999999999,0.29069999999999996,a,0,1,0,l,0
La liga,2018,19,2019-01-12,Valencia,1,1,3.62567,0.167732,2.76929,0.167732,2.601558,2.9835,h,0,0,1,d,1
La liga,2018,19,2019-01-12,Villarreal,1,2,2.91695,0.845554,2.17368,0.845554,1.3281260000000001,2.6773000000000002,h,0,1,0,l,0
La liga,2018,19,2019-01-13,Athletic Club,2,0,1.20272,0.735092,1.20272,0.735092,0.46762800000000004,1.8008,h,1,0,0,w,3
La liga,2018,19,2019-01-13,Atletico Madrid,1,0,2.42604,0.897143,1.68276,0.897143,0.785617,2.5306,h,1,0,0,w,3
La liga,2018,19,2019-01-13,Barcelona,3,0,1.51059,0.708521,1.51059,0.708521,0.8020690000000001,2.026,h,1,0,0,w,3
La liga,2018,19,2019-01-13,Eibar,0,3,0.708521,1.51059,0.708521,1.51059,-0.8020690000000001,0.7146999999999999,a,0,1,0,l,0
La liga,2018,19,2019-01-13,Levante,0,1,0.897143,2.42604,0.897143,1.68276,-0.785617,0.30670000000000003,a,0,1,0,l,0
La liga,2018,19,2019-01-13,Real Betis,1,2,0.688888,0.757727,0.688888,0.757727,-0.0688390000000001,1.3077999999999999,h,0,1,0,l,0
La liga,2018,19,2019-01-13,Real Madrid,2,1,0.757727,0.688888,0.757727,0.688888,0.0688390000000001,1.3098999999999998,a,1,0,0,w,3
La liga,2018,19,2019-01-13,Sevilla,0,2,0.735092,1.20272,0.735092,1.20272,-0.46762800000000004,0.8966000000000001,a,0,1,0,l,0
La liga,2018,19,2019-01-14,Espanyol,2,3,2.4151,2.68319,2.4151,1.93991,0.4751899999999998,1.1641,a,0,1,0,l,0
La liga,2018,19,2019-01-14,Real Sociedad,3,2,2.68319,2.4151,1.93991,2.4151,-0.4751899999999998,1.5943,h,1,0,0,w,3
La liga,2018,20,2019-01-18,Alaves,0,4,0.272956,2.08041,0.272956,1.33713,-1.064174,0.1784,a,0,1,0,l,0
La liga,2018,20,2019-01-18,Getafe,4,0,2.08041,0.272956,1.33713,0.272956,1.064174,2.7077,h,1,0,0,w,3
La liga,2018,20,2019-01-19,Atletico Madrid,3,0,2.74037,1.23016,2.74037,1.23016,1.51021,2.3829000000000002,a,1,0,0,w,3
La liga,2018,20,2019-01-19,Celta Vigo,1,2,0.805422,1.33595,0.805422,1.33595,-0.530528,0.8963,h,0,1,0,l,0
La liga,2018,20,2019-01-19,Real Madrid,2,0,1.59927,0.396637,1.59927,0.396637,1.202633,2.3203,h,1,0,0,w,3
La liga,2018,20,2019-01-19,SD Huesca,0,3,1.23016,2.74037,1.23016,2.74037,-1.51021,0.45690000000000003,h,0,1,0,l,0
La liga,2018,20,2019-01-19,Sevilla,0,2,0.396637,1.59927,0.396637,1.59927,-1.202633,0.4489,a,0,1,0,l,0
La liga,2018,20,2019-01-19,Valencia,2,1,1.33595,0.805422,1.33595,0.805422,0.530528,1.8022999999999998,a,1,0,0,w,3
La liga,2018,20,2019-01-20,Athletic Club,1,1,0.463927,1.06242,0.463927,1.06242,-0.5984929999999999,0.6099,a,0,0,1,d,1
La liga,2018,20,2019-01-20,Barcelona,3,1,2.03933,0.815471,2.03933,0.815471,1.223859,2.3585000000000003,h,1,0,0,w,3
La liga,2018,20,2019-01-20,Girona,2,3,0.918079,1.41803,0.918079,0.674756,0.24332299999999996,0.8843,a,0,1,0,l,0
La liga,2018,20,2019-01-20,Leganes,1,3,0.815471,2.03933,0.815471,2.03933,-1.223859,0.4259,a,0,1,0,l,0
La liga,2018,20,2019-01-20,Levante,2,0,1.42912,1.49778,1.42912,1.49778,-0.06865999999999994,1.2887,h,1,0,0,w,3
La liga,2018,20,2019-01-20,Rayo Vallecano,2,2,0.768424,1.82818,0.768424,1.82818,-1.059756,0.5602,h,0,0,1,d,1
La liga,2018,20,2019-01-20,Real Betis,3,2,1.41803,0.918079,0.674756,0.918079,-0.24332299999999996,1.8100999999999998,h,1,0,0,w,3
La liga,2018,20,2019-01-20,Real Sociedad,2,2,1.82818,0.768424,1.82818,0.768424,1.059756,2.2204,a,0,0,1,d,1
La liga,2018,20,2019-01-20,Real Valladolid,0,2,1.49778,1.42912,1.49778,1.42912,0.06865999999999994,1.4326999999999999,a,0,1,0,l,0
La liga,2018,20,2019-01-20,Villarreal,1,1,1.06242,0.463927,1.06242,0.463927,0.5984929999999999,2.0838,h,0,0,1,d,1
La liga,2018,20,2019-01-21,Eibar,3,0,2.18267,0.65215,2.18267,0.65215,1.5305199999999999,2.4680999999999997,h,1,0,0,w,3
La liga,2018,20,2019-01-21,Espanyol,0,3,0.65215,2.18267,0.65215,2.18267,-1.5305199999999999,0.36660000000000004,a,0,1,0,l,0
La liga,2018,21,2019-01-26,Atletico Madrid,2,0,1.87881,0.277316,1.87881,0.277316,1.6014940000000002,2.6529,h,1,0,0,w,3
La liga,2018,21,2019-01-26,Eibar,2,2,0.491102,0.422612,0.491102,0.422612,0.06849,1.3975,a,0,0,1,d,1
La liga,2018,21,2019-01-26,Getafe,0,2,0.277316,1.87881,0.277316,1.87881,-1.6014940000000002,0.2139,a,0,1,0,l,0
La liga,2018,21,2019-01-26,Leganes,2,2,0.422612,0.491102,0.422612,0.491102,-0.06849,1.1308,h,0,0,1,d,1
La liga,2018,21,2019-01-26,Levante,0,5,0.299152,5.03124,0.299152,3.38449,-3.085338,0.0033,a,0,1,0,l,0
La liga,2018,21,2019-01-26,Sevilla,5,0,5.03124,0.299152,3.38449,0.299152,3.085338,2.9943,h,1,0,0,w,3
La liga,2018,21,2019-01-26,Valencia,3,0,1.63321,0.928755,1.63321,0.928755,0.704455,1.9009999999999998,h,1,0,0,w,3
La liga,2018,21,2019-01-26,Villarreal,0,3,0.928755,1.63321,0.928755,1.63321,-0.704455,0.8408,a,0,1,0,l,0
La liga,2018,21,2019-01-27,Athletic Club,1,0,1.09062,0.322397,1.09062,0.322397,0.7682229999999999,2.0917999999999997,h,1,0,0,w,3
La liga,2018,21,2019-01-27,Barcelona,2,0,2.62139,1.51969,2.62139,1.51969,1.1017,2.1002,a,1,0,0,w,3
La liga,2018,21,2019-01-27,Celta Vigo,1,2,0.902965,1.95805,0.902965,1.95805,-1.055085,0.6234,a,0,1,0,l,0
La liga,2018,21,2019-01-27,Espanyol,2,4,1.20349,2.37579,1.20349,2.37579,-1.1723,0.603,h,0,1,0,l,0
La liga,2018,21,2019-01-27,Girona,0,2,1.51969,2.62139,1.51969,2.62139,-1.1017,0.7085,h,0,1,0,l,0
La liga,2018,21,2019-01-27,Real Betis,0,1,0.322397,1.09062,0.322397,1.09062,-0.7682229999999999,0.5987,a,0,1,0,l,0
La liga,2018,21,2019-01-27,Real Madrid,4,2,2.37579,1.20349,2.37579,1.20349,1.1723,2.2013999999999996,a,1,0,0,w,3
La liga,2018,21,2019-01-27,Real Sociedad,0,0,0.307366,0.549205,0.307366,0.549205,-0.24183900000000008,0.9639,h,0,0,1,d,1
La liga,2018,21,2019-01-27,Real Valladolid,2,1,1.95805,0.902965,1.95805,0.902965,1.055085,2.1522,h,1,0,0,w,3
La liga,2018,21,2019-01-27,SD Huesca,0,0,0.549205,0.307366,0.549205,0.307366,0.24183900000000008,1.5504,a,0,0,1,d,1
La liga,2018,21,2019-01-28,Alaves,0,1,0.861666,1.19524,0.861666,1.19524,-0.33357400000000004,1.0677,h,0,1,0,l,0
La liga,2018,21,2019-01-28,Rayo Vallecano,1,0,1.19524,0.861666,1.19524,0.861666,0.33357400000000004,1.6215,a,1,0,0,w,3
La liga,2018,22,2019-02-01,Real Valladolid,0,4,0.546436,1.97934,0.546436,1.97934,-1.4329040000000002,0.36360000000000003,a,0,1,0,l,0
La liga,2018,22,2019-02-01,SD Huesca,4,0,1.97934,0.546436,1.97934,0.546436,1.4329040000000002,2.4699,h,1,0,0,w,3
La liga,2018,22,2019-02-02,Athletic Club,1,2,1.22419,1.63134,0.30001,1.63134,-1.33133,0.875,a,0,1,0,l,0
La liga,2018,22,2019-02-02,Barcelona,2,2,1.80518,3.53962,1.0619,2.79634,-1.7344399999999998,0.3877,h,0,0,1,d,1
La liga,2018,22,2019-02-02,Celta Vigo,1,0,0.935214,0.682747,0.935214,0.682747,0.252467,1.5924,h,1,0,0,w,3
La liga,2018,22,2019-02-02,Getafe,0,0,0.37179,0.579123,0.37179,0.579123,-0.20733300000000005,1.0437,a,0,0,1,d,1
La liga,2018,22,2019-02-02,Levante,0,0,0.579123,0.37179,0.579123,0.37179,0.20733300000000005,1.4949,h,0,0,1,d,1
La liga,2018,22,2019-02-02,Real Sociedad,2,1,1.63134,1.22419,1.63134,0.30001,1.33133,1.7692999999999999,h,1,0,0,w,3
La liga,2018,22,2019-02-02,Sevilla,0,1,0.682747,0.935214,0.682747,0.935214,-0.252467,1.0488,a,0,1,0,l,0
La liga,2018,22,2019-02-02,Valencia,2,2,3.53962,1.80518,2.79634,1.0619,1.7344399999999998,2.4808,a,0,0,1,d,1
La liga,2018,22,2019-02-03,Alaves,0,3,0.665729,2.9864,0.665729,2.9864,-2.320671,0.16060000000000002,a,0,1,0,l,0
La liga,2018,22,2019-02-03,Atletico Madrid,0,1,0.553708,1.01873,0.553708,0.27545,0.278258,0.7844,a,0,1,0,l,0
La liga,2018,22,2019-02-03,Eibar,3,0,1.8546,0.235641,1.11132,0.235641,0.8756790000000001,2.6627,h,1,0,0,w,3
La liga,2018,22,2019-02-03,Espanyol,2,2,1.34672,2.80288,1.34672,2.0596,-0.7128800000000002,0.42069999999999996,a,0,0,1,d,1
La liga,2018,22,2019-02-03,Girona,0,3,0.235641,1.8546,0.235641,1.11132,-0.8756790000000001,0.2036,a,0,1,0,l,0
La liga,2018,22,2019-02-03,Real Betis,1,0,1.01873,0.553708,0.27545,0.553708,-0.278258,1.8865999999999998,h,1,0,0,w,3
La liga,2018,22,2019-02-03,Real Madrid,3,0,2.9864,0.665729,2.9864,0.665729,2.320671,2.7571,h,1,0,0,w,3
La liga,2018,22,2019-02-03,Villarreal,2,2,2.80288,1.34672,2.0596,1.34672,0.7128800000000002,2.4181,h,0,0,1,d,1
La liga,2018,22,2019-02-04,Leganes,2,1,0.86924,1.86904,0.86924,1.86904,-0.9998,0.6057,a,1,0,0,w,3
La liga,2018,22,2019-02-04,Rayo Vallecano,1,2,1.86904,0.86924,1.86904,0.86924,0.9998,2.1759,h,0,1,0,l,0
La liga,2018,23,2019-02-08,Real Valladolid,0,0,0.504205,1.32176,0.504205,1.32176,-0.817555,0.6264000000000001,h,0,0,1,d,1
La liga,2018,23,2019-02-08,Villarreal,0,0,1.32176,0.504205,1.32176,0.504205,0.817555,2.0987999999999998,a,0,0,1,d,1
La liga,2018,23,2019-02-09,Atletico Madrid,1,3,1.02136,1.4515,1.02136,0.708222,0.313138,0.9578,h,0,1,0,l,0
La liga,2018,23,2019-02-09,Celta Vigo,1,3,1.10966,2.65279,1.10966,1.90951,-0.79985,0.39490000000000003,a,0,1,0,l,0
La liga,2018,23,2019-02-09,Espanyol,2,1,1.70334,0.627993,0.960062,0.627993,0.33206899999999995,2.2783,h,1,0,0,w,3
La liga,2018,23,2019-02-09,Getafe,3,1,2.65279,1.10966,1.90951,1.10966,0.79985,2.4544,h,1,0,0,w,3
La liga,2018,23,2019-02-09,Girona,0,2,1.37725,0.683864,1.37725,0.683864,0.6933860000000001,1.9942,h,0,1,0,l,0
La liga,2018,23,2019-02-09,Rayo Vallecano,1,2,0.627993,1.70334,0.627993,0.960062,-0.33206899999999995,0.49959999999999993,a,0,1,0,l,0
La liga,2018,23,2019-02-09,Real Madrid,3,1,1.4515,1.02136,0.708222,1.02136,-0.313138,1.7335999999999998,a,1,0,0,w,3
La liga,2018,23,2019-02-09,SD Huesca,2,0,0.683864,1.37725,0.683864,1.37725,-0.6933860000000001,0.7069000000000001,a,1,0,0,w,3
La liga,2018,23,2019-02-10,Athletic Club,0,0,1.67679,0.697307,1.67679,0.697307,0.979483,2.1908,h,0,0,1,d,1
La liga,2018,23,2019-02-10,Barcelona,0,0,0.697307,1.67679,0.697307,1.67679,-0.979483,0.572,a,0,0,1,d,1
La liga,2018,23,2019-02-10,Eibar,2,2,1.43993,1.54912,1.43993,1.54912,-0.10919000000000012,1.2747,a,0,0,1,d,1
La liga,2018,23,2019-02-10,Leganes,3,0,2.08097,0.125797,2.08097,0.125797,1.9551730000000003,2.7653,h,1,0,0,w,3
La liga,2018,23,2019-02-10,Real Betis,0,3,0.125797,2.08097,0.125797,2.08097,-1.9551730000000003,0.1325,a,0,1,0,l,0
La liga,2018,23,2019-02-10,Real Sociedad,0,0,0.502054,1.62448,0.502054,1.62448,-1.122426,0.3594,a,0,0,1,d,1
La liga,2018,23,2019-02-10,Sevilla,2,2,1.54912,1.43993,1.54912,1.43993,0.10919000000000012,1.4426999999999999,h,0,0,1,d,1
La liga,2018,23,2019-02-10,Valencia,0,0,1.62448,0.502054,1.62448,0.502054,1.122426,2.448,h,0,0,1,d,1
La liga,2018,23,2019-02-11,Alaves,2,0,2.07543,0.269208,2.07543,0.269208,1.806222,2.6737,h,1,0,0,w,3
La liga,2018,23,2019-02-11,Levante,0,2,0.269208,2.07543,0.269208,2.07543,-1.806222,0.2002,a,0,1,0,l,0
La liga,2018,24,2019-02-15,Eibar,2,2,1.64574,0.845732,0.902466,0.845732,0.05673399999999995,2.0707,h,0,0,1,d,1
La liga,2018,24,2019-02-15,Getafe,2,2,0.845732,1.64574,0.845732,0.902466,-0.05673399999999995,0.6583,a,0,0,1,d,1
La liga,2018,24,2019-02-16,Atletico Madrid,1,0,0.146851,1.07992,0.146851,1.07992,-0.9330689999999999,0.42219999999999996,a,1,0,0,w,3
La liga,2018,24,2019-02-16,Barcelona,1,0,3.7496,0.306817,2.25759,0.306817,1.9507729999999999,2.9614999999999996,h,1,0,0,w,3
La liga,2018,24,2019-02-16,Celta Vigo,1,4,1.61531,2.9399,0.872033,2.9399,-2.067867,0.5455,h,0,1,0,l,0
La liga,2018,24,2019-02-16,Leganes,0,3,1.05178,1.87893,1.05178,1.87893,-0.82715,0.7491,a,0,1,0,l,0
La liga,2018,24,2019-02-16,Levante,4,1,2.9399,1.61531,2.9399,0.872033,2.067867,2.2737999999999996,a,1,0,0,w,3
La liga,2018,24,2019-02-16,Rayo Vallecano,0,1,1.07992,0.146851,1.07992,0.146851,0.9330689999999999,2.2777,h,0,1,0,l,0
La liga,2018,24,2019-02-16,Real Sociedad,3,0,1.87893,1.05178,1.87893,1.05178,0.82715,2.0109000000000004,h,1,0,0,w,3
La liga,2018,24,2019-02-16,Real Valladolid,0,1,0.306817,3.7496,0.306817,2.25759,-1.9507729999999999,0.023,a,0,1,0,l,0
La liga,2018,24,2019-02-17,Alaves,1,1,1.15597,3.54904,1.15597,3.54904,-2.3930700000000003,0.16920000000000002,a,0,0,1,d,1
La liga,2018,24,2019-02-17,Espanyol,0,0,0.236317,1.44111,0.236317,1.44111,-1.204793,0.38939999999999997,a,0,0,1,d,1
La liga,2018,24,2019-02-17,Girona,2,1,3.23428,1.74859,2.49101,1.74859,0.7424200000000001,2.3585,a,1,0,0,w,3
La liga,2018,24,2019-02-17,Real Betis,1,1,3.54904,1.15597,3.54904,1.15597,2.3930700000000003,2.7459000000000002,h,0,0,1,d,1
La liga,2018,24,2019-02-17,Real Madrid,1,2,1.74859,3.23428,1.74859,2.49101,-0.7424200000000001,0.48560000000000003,h,0,1,0,l,0
La liga,2018,24,2019-02-17,Sevilla,0,3,2.49386,1.85386,2.49386,1.85386,0.6400000000000001,1.7715999999999998,a,0,1,0,l,0
La liga,2018,24,2019-02-17,Valencia,0,0,1.44111,0.236317,1.44111,0.236317,1.204793,2.3757,h,0,0,1,d,1
La liga,2018,24,2019-02-17,Villarreal,3,0,1.85386,2.49386,1.85386,2.49386,-0.6400000000000001,1.0066,h,1,0,0,w,3
La liga,2018,24,2019-02-18,Athletic Club,1,0,1.36952,1.16274,0.626246,1.16274,-0.5364940000000001,1.5408,a,1,0,0,w,3
La liga,2018,24,2019-02-18,SD Huesca,0,1,1.16274,1.36952,1.16274,0.626246,0.5364940000000001,1.1448,h,0,1,0,l,0
La liga,2018,25,2019-02-22,Espanyol,1,1,1.02096,0.983427,1.02096,0.983427,0.03753300000000004,1.3764999999999998,h,0,0,1,d,1
La liga,2018,25,2019-02-22,SD Huesca,1,1,0.983427,1.02096,0.983427,1.02096,-0.03753300000000004,1.3084,a,0,0,1,d,1
La liga,2018,25,2019-02-23,Alaves,0,0,1.50901,0.489844,1.50901,0.489844,1.019166,2.2049,h,0,0,1,d,1
La liga,2018,25,2019-02-23,Athletic Club,1,0,1.33391,0.597956,1.33391,0.597956,0.7359539999999999,2.0166,h,1,0,0,w,3
La liga,2018,25,2019-02-23,Barcelona,4,2,1.7385,1.64536,1.7385,1.64536,0.09314,1.4142000000000001,a,1,0,0,w,3
La liga,2018,25,2019-02-23,Celta Vigo,0,0,0.489844,1.50901,0.489844,1.50901,-1.019166,0.5483,a,0,0,1,d,1
La liga,2018,25,2019-02-23,Eibar,0,1,0.597956,1.33391,0.597956,1.33391,-0.7359539999999999,0.6860999999999999,a,0,1,0,l,0
La liga,2018,25,2019-02-23,Getafe,2,1,1.17743,0.7164,1.17743,0.7164,0.46102999999999994,1.7427,h,1,0,0,w,3
La liga,2018,25,2019-02-23,Rayo Vallecano,1,2,0.7164,1.17743,0.7164,1.17743,-0.46102999999999994,0.9291,a,0,1,0,l,0
La liga,2018,25,2019-02-23,Sevilla,2,4,1.64536,1.7385,1.64536,1.7385,-0.09314,1.3347000000000002,h,0,1,0,l,0
La liga,2018,25,2019-02-24,Atletico Madrid,2,0,1.70719,1.4124,1.70719,1.4124,0.2947899999999999,1.6207999999999998,h,1,0,0,w,3
La liga,2018,25,2019-02-24,Leganes,1,1,1.51123,0.676896,1.51123,0.676896,0.834334,2.1454999999999997,h,0,0,1,d,1
La liga,2018,25,2019-02-24,Levante,1,2,1.43781,2.7512,1.43781,1.26465,0.17315999999999998,0.5085,h,0,1,0,l,0
La liga,2018,25,2019-02-24,Real Betis,2,0,0.826265,0.586609,0.826265,0.586609,0.23965599999999998,1.6071,a,1,0,0,w,3
La liga,2018,25,2019-02-24,Real Madrid,2,1,2.7512,1.43781,1.26465,1.43781,-0.17315999999999998,2.3082000000000003,a,1,0,0,w,3
La liga,2018,25,2019-02-24,Real Valladolid,0,2,0.586609,0.826265,0.586609,0.826265,-0.23965599999999998,1.0173,h,0,1,0,l,0
La liga,2018,25,2019-02-24,Valencia,1,1,0.676896,1.51123,0.676896,1.51123,-0.834334,0.5879000000000001,a,0,0,1,d,1
La liga,2018,25,2019-02-24,Villarreal,0,2,1.4124,1.70719,1.4124,1.70719,-0.2947899999999999,1.1228,a,0,1,0,l,0
La liga,2018,25,2019-02-25,Girona,0,0,1.09767,0.422429,1.09767,0.422429,0.675241,2.0059,h,0,0,1,d,1
La liga,2018,25,2019-02-25,Real Sociedad,0,0,0.422429,1.09767,0.422429,1.09767,-0.675241,0.6861999999999999,a,0,0,1,d,1
La liga,2018,26,2019-03-01,Girona,2,0,1.72379,0.661372,1.72379,0.661372,1.062418,2.2218,a,1,0,0,w,3
La liga,2018,26,2019-03-01,Rayo Vallecano,0,2,0.661372,1.72379,0.661372,1.72379,-1.062418,0.5502,h,0,1,0,l,0
La liga,2018,26,2019-03-02,Alaves,2,1,1.3136,1.20694,1.3136,0.463662,0.8499380000000001,1.4242,a,1,0,0,w,3
La liga,2018,26,2019-03-02,Barcelona,1,0,1.25228,0.7937,1.25228,0.7937,0.4585800000000001,1.7509,a,1,0,0,w,3
La liga,2018,26,2019-03-02,Espanyol,3,1,2.93379,1.44858,2.93379,0.705297,2.2284930000000003,2.3482000000000003,h,1,0,0,w,3
La liga,2018,26,2019-03-02,Real Madrid,0,1,0.7937,1.25228,0.7937,1.25228,-0.4585800000000001,0.9487,h,0,1,0,l,0
La liga,2018,26,2019-03-02,Real Valladolid,1,3,1.44858,2.93379,0.705297,2.93379,-2.2284930000000003,0.49029999999999996,a,0,1,0,l,0
La liga,2018,26,2019-03-02,SD Huesca,2,1,0.940056,2.52975,0.940056,1.78648,-0.8464240000000001,0.28759999999999997,h,1,0,0,w,3
La liga,2018,26,2019-03-02,Sevilla,1,2,2.52975,0.940056,1.78648,0.940056,0.8464240000000001,2.5727,a,0,1,0,l,0
La liga,2018,26,2019-03-02,Villarreal,1,2,1.20694,1.3136,0.463662,1.3136,-0.8499380000000001,1.2406,h,0,1,0,l,0
La liga,2018,26,2019-03-03,Athletic Club,0,2,0.442334,1.4862,0.442334,1.4862,-1.043866,0.4368,a,0,1,0,l,0
La liga,2018,26,2019-03-03,Atletico Madrid,2,0,2.1178,0.727428,2.1178,0.727428,1.390372,2.4383,a,1,0,0,w,3
La liga,2018,26,2019-03-03,Celta Vigo,0,1,0.563007,2.66738,0.563007,1.92411,-1.361103,0.10830000000000001,a,0,1,0,l,0
La liga,2018,26,2019-03-03,Eibar,1,0,2.66738,0.563007,1.92411,0.563007,1.361103,2.8188,h,1,0,0,w,3
La liga,2018,26,2019-03-03,Getafe,2,1,1.81382,0.572494,1.81382,0.572494,1.241326,2.3594,a,1,0,0,w,3
La liga,2018,26,2019-03-03,Real Betis,1,2,0.572494,1.81382,0.572494,1.81382,-1.241326,0.4367,h,0,1,0,l,0
La liga,2018,26,2019-03-03,Real Sociedad,0,2,0.727428,2.1178,0.727428,2.1178,-1.390372,0.39740000000000003,h,0,1,0,l,0
La liga,2018,26,2019-03-03,Valencia,2,0,1.4862,0.442334,1.4862,0.442334,1.043866,2.3289000000000004,h,1,0,0,w,3
La liga,2018,26,2019-03-04,Leganes,1,0,2.26472,1.74561,2.26472,1.74561,0.51911,1.7338,h,1,0,0,w,3
La liga,2018,26,2019-03-04,Levante,0,1,1.74561,2.26472,1.74561,2.26472,-0.51911,1.0276,a,0,1,0,l,0
La liga,2018,27,2019-03-08,Athletic Club,1,1,0.590825,0.882653,0.590825,0.882653,-0.291828,0.9934000000000001,h,0,0,1,d,1
La liga,2018,27,2019-03-08,Espanyol,1,1,0.882653,0.590825,0.882653,0.590825,0.291828,1.6459000000000001,a,0,0,1,d,1
La liga,2018,27,2019-03-09,Alaves,1,1,2.39014,2.53855,2.39014,2.53855,-0.1484099999999997,1.3075999999999999,h,0,0,1,d,1
La liga,2018,27,2019-03-09,Atletico Madrid,1,0,1.36052,0.102711,0.448846,0.102711,0.346135,2.7643,h,1,0,0,w,3
La liga,2018,27,2019-03-09,Barcelona,3,1,3.27738,0.283535,2.5341,0.283535,2.250565,2.9253,h,1,0,0,w,3
La liga,2018,27,2019-03-09,Eibar,1,1,2.53855,2.39014,2.53855,2.39014,0.1484099999999997,1.4815999999999998,a,0,0,1,d,1
La liga,2018,27,2019-03-09,Getafe,2,1,1.32144,0.930257,0.578165,0.930257,-0.35209199999999996,1.713,h,1,0,0,w,3
La liga,2018,27,2019-03-09,Leganes,0,1,0.102711,1.36052,0.102711,0.448846,-0.346135,0.1297,a,0,1,0,l,0
La liga,2018,27,2019-03-09,Rayo Vallecano,1,3,0.283535,3.27738,0.283535,2.5341,-2.250565,0.045899999999999996,a,0,1,0,l,0
La liga,2018,27,2019-03-09,SD Huesca,1,2,0.930257,1.32144,0.930257,0.578165,0.35209199999999996,0.9542999999999999,a,0,1,0,l,0
La liga,2018,27,2019-03-10,Celta Vigo,0,1,0.336565,1.4229,0.336565,1.4229,-1.086335,0.4365,h,0,1,0,l,0
La liga,2018,27,2019-03-10,Girona,2,3,2.26151,1.12034,1.51824,1.12034,0.39790000000000014,2.2514000000000003,h,0,1,0,l,0
La liga,2018,27,2019-03-10,Levante,0,2,1.12697,0.982637,1.12697,0.982637,0.14433300000000004,1.4477,h,0,1,0,l,0
La liga,2018,27,2019-03-10,Real Betis,1,0,1.4229,0.336565,1.4229,0.336565,1.086335,2.3297999999999996,a,1,0,0,w,3
La liga,2018,27,2019-03-10,Real Madrid,4,1,2.61033,2.02975,1.86705,1.28647,0.5805800000000001,1.7923,a,1,0,0,w,3
La liga,2018,27,2019-03-10,Real Sociedad,2,5,1.23303,2.88735,0.489883,2.88735,-2.3974670000000002,0.384,a,0,1,0,l,0
La liga,2018,27,2019-03-10,Real Valladolid,1,4,2.02975,2.61033,1.28647,1.86705,-0.5805800000000001,0.9535,h,0,1,0,l,0
La liga,2018,27,2019-03-10,Sevilla,5,2,2.88735,1.23303,2.88735,0.489883,2.3974670000000002,2.4615,h,1,0,0,w,3
La liga,2018,27,2019-03-10,Valencia,3,2,1.12034,2.26151,1.12034,1.51824,-0.39790000000000014,0.5528,a,1,0,0,w,3
La liga,2018,27,2019-03-10,Villarreal,2,0,0.982637,1.12697,0.982637,1.12697,-0.14433300000000004,1.2338,a,1,0,0,w,3
La liga,2018,28,2019-03-15,Levante,1,1,1.05307,2.68033,1.05307,2.68033,-1.6272600000000002,0.38070000000000004,a,0,0,1,d,1
La liga,2018,28,2019-03-15,Real Sociedad,1,1,2.68033,1.05307,2.68033,1.05307,1.6272600000000002,2.4608999999999996,h,0,0,1,d,1
La liga,2018,28,2019-03-16,Alaves,3,1,2.16298,1.89009,1.4197,1.14681,0.27288999999999985,1.5753,a,1,0,0,w,3
