lg,yr,wk,date,tm,g,ga,xg,xga,npxg,npxga,npxgd,xpts,h_a,w,l,d,result,pts
La liga,2018,9,2018-10-19,Celta Vigo,0,1,0.733589,0.988217,0.733589,0.988217,-0.25462799999999997,1.0302,h,0,1,0,l,0
La liga,2018,9,2018-10-20,Atletico Madrid,1,1,1.62367,1.86233,1.62367,1.86233,-0.2386600000000001,1.2256,a,0,0,1,d,1
La liga,2018,9,2018-10-20,Barcelona,4,2,3.21948,1.89801,2.4762,1.89801,0.57819,2.1969000000000003,h,1,0,0,w,3
La liga,2018,9,2018-10-20,Leganes,1,1,0.973224,1.18124,0.230203,1.18124,-0.9510370000000001,1.1864,a,0,0,1,d,1
La liga,2018,9,2018-10-20,Levante,2,1,1.83965,3.02601,1.09637,3.02601,-1.9296399999999998,0.666,a,1,0,0,w,3
La liga,2018,9,2018-10-20,Real Madrid,1,2,3.02601,1.83965,3.02601,1.09637,1.9296399999999998,2.1405000000000003,h,0,1,0,l,0
La liga,2018,9,2018-10-20,Sevilla,2,4,1.89801,3.21948,1.89801,2.4762,-0.57819,0.6312,a,0,1,0,l,0
La liga,2018,9,2018-10-20,Valencia,1,1,1.18124,0.973224,1.18124,0.230203,0.9510370000000001,1.4708,h,0,0,1,d,1
La liga,2018,9,2018-10-20,Villarreal,1,1,1.86233,1.62367,1.86233,1.62367,0.2386600000000001,1.5190000000000001,h,0,0,1,d,1
La liga,2018,8,2018-10-21,Athletic Club,1,1,0.992745,1.68646,0.992745,0.943179,0.049566,0.7850999999999999,a,0,0,1,d,1
La liga,2018,9,2018-10-21,Eibar,1,1,1.68646,0.992745,0.943179,0.992745,-0.049566,1.9319999999999997,h,0,0,1,d,1
La liga,2018,9,2018-10-21,Espanyol,2,0,1.84992,0.264947,1.84992,0.264947,1.584973,2.6797,a,1,0,0,w,3
La liga,2018,9,2018-10-21,Getafe,2,1,0.498066,0.320919,0.498066,0.320919,0.177147,1.4878999999999998,a,1,0,0,w,3
La liga,2018,8,2018-10-21,Rayo Vallecano,1,2,0.320919,0.498066,0.320919,0.498066,-0.177147,1.0091,h,0,1,0,l,0
La liga,2018,9,2018-10-21,Real Betis,0,1,0.820674,0.501587,0.820674,0.501587,0.319087,1.5956000000000001,h,0,1,0,l,0
La liga,2018,9,2018-10-21,Real Valladolid,1,0,0.501587,0.820674,0.501587,0.820674,-0.319087,1.0133,a,1,0,0,w,3
La liga,2018,9,2018-10-21,SD Huesca,0,2,0.264947,1.84992,0.264947,1.84992,-1.584973,0.19569999999999999,h,0,1,0,l,0
La liga,2018,9,2018-10-22,Girona,0,0,0.53783,0.57678,0.53783,0.57678,-0.03894999999999993,1.2379,a,0,0,1,d,1
La liga,2018,9,2018-10-22,Real Sociedad,0,0,0.57678,0.53783,0.57678,0.53783,0.03894999999999993,1.3317999999999999,h,0,0,1,d,1
La liga,2018,9,2018-10-24,Athletic Club,1,1,1.23764,1.35392,1.23764,1.35392,-0.11627999999999994,1.1468,a,0,0,1,d,1
La liga,2018,9,2018-10-24,Rayo Vallecano,1,1,1.35392,1.23764,1.35392,1.23764,0.11627999999999994,1.3979,h,0,0,1,d,1
La liga,2018,10,2018-10-26,Espanyol,1,1,0.508367,1.2412,0.508367,1.2412,-0.7328330000000001,0.7176,a,0,0,1,d,1
La liga,2018,10,2018-10-26,Real Valladolid,1,1,1.2412,0.508367,1.2412,0.508367,0.7328330000000001,1.9856999999999998,h,0,0,1,d,1
La liga,2018,10,2018-10-27,Athletic Club,0,0,0.632913,0.723783,0.632913,0.723783,-0.09087,1.2151,h,0,0,1,d,1
La liga,2018,10,2018-10-27,Atletico Madrid,2,0,1.41243,0.211158,1.41243,0.211158,1.2012720000000001,2.4092000000000002,h,1,0,0,w,3
La liga,2018,10,2018-10-27,Celta Vigo,4,0,1.28908,1.37498,1.28908,1.37498,-0.08590000000000009,1.2829,h,1,0,0,w,3
La liga,2018,10,2018-10-27,Eibar,0,4,1.37498,1.28908,1.37498,1.28908,0.08590000000000009,1.3819,a,0,1,0,l,0
La liga,2018,10,2018-10-27,Girona,2,1,2.73207,1.74235,1.98879,1.74235,0.24644,2.141,h,1,0,0,w,3
La liga,2018,10,2018-10-27,Leganes,0,2,1.46459,1.15766,1.46459,1.15766,0.30693000000000015,1.6411000000000002,a,0,1,0,l,0
La liga,2018,10,2018-10-27,Levante,2,0,1.15766,1.46459,1.15766,1.46459,-0.30693000000000015,1.0738,h,1,0,0,w,3
La liga,2018,10,2018-10-27,Rayo Vallecano,1,2,1.74235,2.73207,1.74235,1.98879,-0.24644,0.6395000000000001,a,0,1,0,l,0
La liga,2018,10,2018-10-27,Real Sociedad,0,2,0.211158,1.41243,0.211158,1.41243,-1.2012720000000001,0.3608,a,0,1,0,l,0
La liga,2018,10,2018-10-27,Valencia,0,0,0.723783,0.632913,0.723783,0.632913,0.09087,1.4002000000000001,a,0,0,1,d,1
La liga,2018,10,2018-10-28,Alaves,2,1,1.97594,1.0916,1.97594,1.0916,0.8843400000000001,2.0593,h,1,0,0,w,3
La liga,2018,10,2018-10-28,Barcelona,5,1,3.15939,2.11339,2.41624,2.11339,0.3028500000000003,2.0631,h,1,0,0,w,3
La liga,2018,10,2018-10-28,Getafe,2,0,2.5306,0.554027,2.5306,0.554027,1.9765730000000001,2.7175,h,1,0,0,w,3
La liga,2018,10,2018-10-28,Real Betis,0,2,0.554027,2.5306,0.554027,2.5306,-1.9765730000000001,0.1822,a,0,1,0,l,0
La liga,2018,10,2018-10-28,Real Madrid,1,5,2.11339,3.15939,2.11339,2.41624,-0.3028500000000003,0.7404,a,0,1,0,l,0
La liga,2018,10,2018-10-28,SD Huesca,1,2,1.01306,1.88431,1.01306,1.88431,-0.8712499999999999,0.6885,a,0,1,0,l,0
La liga,2018,10,2018-10-28,Sevilla,2,1,1.88431,1.01306,1.88431,1.01306,0.8712499999999999,2.0721,h,1,0,0,w,3
La liga,2018,10,2018-10-28,Villarreal,1,2,1.0916,1.97594,1.0916,1.97594,-0.8843400000000001,0.6949,a,0,1,0,l,0
La liga,2018,11,2018-11-03,Atletico Madrid,1,1,0.406811,1.35197,0.406811,1.35197,-0.9451589999999999,0.3614,a,0,0,1,d,1
La liga,2018,11,2018-11-03,Barcelona,3,2,1.95386,1.62632,1.95386,1.62632,0.32753999999999994,1.6414,a,1,0,0,w,3
La liga,2018,11,2018-11-03,Girona,1,0,0.37733,2.25862,0.37733,2.25862,-1.8812900000000001,0.1785,a,1,0,0,w,3
La liga,2018,11,2018-11-03,Leganes,1,1,1.35197,0.406811,1.35197,0.406811,0.9451589999999999,2.4224,h,0,0,1,d,1
La liga,2018,11,2018-11-03,Rayo Vallecano,2,3,1.62632,1.95386,1.62632,1.95386,-0.32753999999999994,1.0963,h,0,1,0,l,0
La liga,2018,11,2018-11-03,Real Madrid,2,0,1.93382,1.1095,1.19067,1.1095,0.08116999999999996,2.0259,h,1,0,0,w,3
La liga,2018,11,2018-11-03,Real Valladolid,0,2,1.1095,1.93382,1.1095,1.19067,-0.08116999999999996,0.7335,a,0,1,0,l,0
La liga,2018,11,2018-11-03,Valencia,0,1,2.25862,0.37733,2.25862,0.37733,1.8812900000000001,2.712,h,0,1,0,l,0
La liga,2018,11,2018-11-04,Alaves,1,2,0.596162,1.161,0.596162,1.161,-0.5648380000000001,0.8672,a,0,1,0,l,0
La liga,2018,11,2018-11-04,Celta Vigo,3,3,2.25389,1.86082,2.25389,1.86082,0.39307000000000025,1.6358000000000001,a,0,0,1,d,1
La liga,2018,11,2018-11-04,Eibar,2,1,1.161,0.596162,1.161,0.596162,0.5648380000000001,1.8182,h,1,0,0,w,3
La liga,2018,11,2018-11-04,Getafe,1,1,0.470822,1.31412,0.470822,1.31412,-0.8432979999999999,0.6537,a,0,0,1,d,1
La liga,2018,11,2018-11-04,Levante,1,1,0.761911,1.10744,0.761911,1.10744,-0.345529,1.0707,a,0,0,1,d,1
La liga,2018,11,2018-11-04,Real Betis,3,3,1.86082,2.25389,1.86082,2.25389,-0.39307000000000025,1.1159000000000001,h,0,0,1,d,1
La liga,2018,11,2018-11-04,Real Sociedad,0,0,0.74078,0.413773,0.74078,0.413773,0.327007,1.6505,h,0,0,1,d,1
La liga,2018,11,2018-11-04,SD Huesca,1,1,1.31412,0.470822,1.31412,0.470822,0.8432979999999999,2.061,h,0,0,1,d,1
La liga,2018,11,2018-11-04,Sevilla,0,0,0.413773,0.74078,0.413773,0.74078,-0.327007,0.9386000000000001,a,0,0,1,d,1
La liga,2018,11,2018-11-04,Villarreal,1,1,1.10744,0.761911,1.10744,0.761911,0.345529,1.605,h,0,0,1,d,1
La liga,2018,11,2018-11-05,Athletic Club,0,1,0.782205,1.46389,0.782205,1.46389,-0.6816849999999999,0.7925000000000001,a,0,1,0,l,0
La liga,2018,11,2018-11-05,Espanyol,1,0,1.46389,0.782205,1.46389,0.782205,0.6816849999999999,1.9295,h,1,0,0,w,3
La liga,2018,12,2018-11-09,Levante,1,3,1.06813,1.43351,1.06813,1.43351,-0.36538000000000004,1.0266,h,0,1,0,l,0
La liga,2018,12,2018-11-09,Real Sociedad,3,1,1.43351,1.06813,1.43351,1.06813,0.36538000000000004,1.6896000000000002,a,1,0,0,w,3
La liga,2018,12,2018-11-10,Athletic Club,2,3,2.04637,1.10416,2.04637,1.10416,0.94221,2.2702999999999998,a,0,1,0,l,0
La liga,2018,12,2018-11-10,Atletico Madrid,3,2,1.10416,2.04637,1.10416,2.04637,-0.94221,0.48860000000000003,h,1,0,0,w,3
La liga,2018,12,2018-11-10,Eibar,0,0,1.21893,0.407826,1.21893,0.407826,0.811104,2.0873999999999997,a,0,0,1,d,1
La liga,2018,12,2018-11-10,Getafe,0,1,1.61368,2.19428,1.61368,1.451,0.16267999999999994,0.9297,h,0,1,0,l,0
La liga,2018,12,2018-11-10,Girona,0,0,0.49139,1.39653,0.49139,1.39653,-0.9051400000000001,0.5575,h,0,0,1,d,1
La liga,2018,12,2018-11-10,Leganes,0,0,1.39653,0.49139,1.39653,0.49139,0.9051400000000001,2.1754000000000002,a,0,0,1,d,1
La liga,2018,12,2018-11-10,Real Valladolid,0,0,0.407826,1.21893,0.407826,1.21893,-0.811104,0.6228,h,0,0,1,d,1
La liga,2018,12,2018-11-10,Valencia,1,0,2.19428,1.61368,1.451,1.61368,-0.16267999999999994,1.8201,a,1,0,0,w,3
La liga,2018,12,2018-11-11,Alaves,2,1,1.44304,0.980901,1.44304,0.980901,0.4621390000000001,1.7169,h,1,0,0,w,3
La liga,2018,12,2018-11-11,Barcelona,3,4,4.11761,2.64063,3.37434,2.64063,0.7337100000000003,2.2567,h,0,1,0,l,0
La liga,2018,12,2018-11-11,Celta Vigo,2,4,0.698688,2.7089,0.698688,1.96562,-1.266932,0.2164,h,0,1,0,l,0
La liga,2018,12,2018-11-11,Espanyol,1,2,0.686451,3.95375,0.686451,3.95375,-3.267299,0.07289999999999999,a,0,1,0,l,0
La liga,2018,12,2018-11-11,Rayo Vallecano,2,2,2.35537,0.861644,2.35537,0.861644,1.493726,2.5128,h,0,0,1,d,1
La liga,2018,12,2018-11-11,Real Betis,4,3,2.64063,4.11761,2.64063,3.37434,-0.7337100000000003,0.5824,a,1,0,0,w,3
La liga,2018,12,2018-11-11,Real Madrid,4,2,2.7089,0.698688,1.96562,0.698688,1.266932,2.6773,a,1,0,0,w,3
La liga,2018,12,2018-11-11,SD Huesca,1,2,0.980901,1.44304,0.980901,1.44304,-0.4621390000000001,0.9768,a,0,1,0,l,0
La liga,2018,12,2018-11-11,Sevilla,2,1,3.95375,0.686451,3.95375,0.686451,3.267299,2.8896,h,1,0,0,w,3
La liga,2018,12,2018-11-11,Villarreal,2,2,0.861644,2.35537,0.861644,2.35537,-1.493726,0.3396,a,0,0,1,d,1
La liga,2018,13,2018-11-23,Alaves,0,1,0.394518,0.92467,0.394518,0.92467,-0.530152,0.7828999999999999,a,0,1,0,l,0
La liga,2018,13,2018-11-23,Leganes,1,0,0.92467,0.394518,0.92467,0.394518,0.530152,1.8569000000000002,h,1,0,0,w,3
La liga,2018,13,2018-11-24,Atletico Madrid,1,1,0.432553,0.564664,0.432553,0.564664,-0.13211100000000003,1.1418,h,0,0,1,d,1
La liga,2018,13,2018-11-24,Barcelona,1,1,0.564664,0.432553,0.564664,0.432553,0.13211100000000003,1.4034,a,0,0,1,d,1
La liga,2018,13,2018-11-24,Eibar,3,0,3.98937,1.10765,3.98937,1.10765,2.88172,2.9206999999999996,h,1,0,0,w,3
La liga,2018,13,2018-11-24,Levante,2,2,0.564721,2.96039,0.564721,2.96039,-2.395669,0.139,a,0,0,1,d,1
La liga,2018,13,2018-11-24,Rayo Vallecano,0,3,0.813582,2.14664,0.813582,2.14664,-1.333058,0.37329999999999997,a,0,1,0,l,0
La liga,2018,13,2018-11-24,Real Madrid,0,3,1.10765,3.98937,1.10765,3.98937,-2.88172,0.0476,a,0,1,0,l,0
La liga,2018,13,2018-11-24,SD Huesca,2,2,2.96039,0.564721,2.96039,0.564721,2.395669,2.7822999999999998,h,0,0,1,d,1
La liga,2018,13,2018-11-24,Valencia,3,0,2.14664,0.813582,2.14664,0.813582,1.333058,2.452,h,1,0,0,w,3
La liga,2018,13,2018-11-25,Athletic Club,1,1,0.75771,1.8113,0.75771,1.8113,-1.0535899999999998,0.5695,h,0,0,1,d,1
La liga,2018,13,2018-11-25,Espanyol,1,3,2.63865,2.56699,2.63865,2.56699,0.07166000000000006,1.4201000000000001,h,0,1,0,l,0
La liga,2018,13,2018-11-25,Getafe,1,1,1.8113,0.75771,1.8113,0.75771,1.0535899999999998,2.1949,a,0,0,1,d,1
La liga,2018,13,2018-11-25,Girona,3,1,2.56699,2.63865,2.56699,2.63865,-0.07166000000000006,1.3403,a,1,0,0,w,3
La liga,2018,13,2018-11-25,Real Betis,1,2,0.991351,1.20925,0.991351,1.20925,-0.21789899999999995,1.1592,a,0,1,0,l,0
La liga,2018,13,2018-11-25,Real Valladolid,0,1,0.53321,1.40358,0.53321,1.40358,-0.8703700000000001,0.6154,a,0,1,0,l,0
La liga,2018,13,2018-11-25,Sevilla,1,0,1.40358,0.53321,1.40358,0.53321,0.8703700000000001,2.1301,h,1,0,0,w,3
La liga,2018,13,2018-11-25,Villarreal,2,1,1.20925,0.991351,1.20925,0.991351,0.21789899999999995,1.5387000000000002,h,1,0,0,w,3
La liga,2018,13,2018-11-26,Celta Vigo,1,2,0.545872,2.07409,0.545872,2.07409,-1.5282179999999999,0.3392,a,0,1,0,l,0
La liga,2018,13,2018-11-26,Real Sociedad,2,1,2.07409,0.545872,2.07409,0.545872,1.5282179999999999,2.4944,h,1,0,0,w,3
La liga,2018,14,2018-11-30,Eibar,0,1,0.951549,0.815372,0.951549,0.815372,0.136177,1.41,a,0,1,0,l,0
La liga,2018,14,2018-11-30,Rayo Vallecano,1,0,0.815372,0.951549,0.815372,0.951549,-0.136177,1.2207,h,1,0,0,w,3
La liga,2018,14,2018-12-01,Celta Vigo,2,0,2.39172,1.24346,2.39172,1.24346,1.1482599999999998,2.2961,h,1,0,0,w,3
La liga,2018,14,2018-12-01,Espanyol,0,3,0.97845,1.33323,0.97845,1.33323,-0.3547799999999999,1.056,a,0,1,0,l,0
La liga,2018,14,2018-12-01,Getafe,3,0,1.33323,0.97845,1.33323,0.97845,0.3547799999999999,1.6463999999999999,h,1,0,0,w,3
La liga,2018,14,2018-12-01,Leganes,4,2,1.6677,1.85147,1.6677,1.85147,-0.18377,1.2138,a,1,0,0,w,3
La liga,2018,14,2018-12-01,Real Madrid,2,0,0.966947,0.974267,0.966947,0.974267,-0.007319999999999993,1.2744,h,1,0,0,w,3
La liga,2018,14,2018-12-01,Real Valladolid,2,4,1.85147,1.6677,1.85147,1.6677,0.18377,1.4958,h,0,1,0,l,0
La liga,2018,14,2018-12-01,SD Huesca,0,2,1.24346,2.39172,1.24346,2.39172,-1.1482599999999998,0.4859,a,0,1,0,l,0
La liga,2018,14,2018-12-01,Valencia,0,2,0.974267,0.966947,0.974267,0.966947,0.007319999999999993,1.3943999999999999,a,0,1,0,l,0
La liga,2018,14,2018-12-02,Alaves,1,1,1.0211,1.64539,1.0211,1.64539,-0.62429,0.8590000000000001,h,0,0,1,d,1
La liga,2018,14,2018-12-02,Atletico Madrid,1,1,1.60399,1.20781,1.60399,0.464664,1.139326,1.6878,a,0,0,1,d,1
La liga,2018,14,2018-12-02,Barcelona,2,0,0.99822,0.941415,0.99822,0.941415,0.056804999999999994,1.3736,h,1,0,0,w,3
La liga,2018,14,2018-12-02,Girona,1,1,1.20781,1.60399,0.464664,1.60399,-1.139326,1.0122,h,0,0,1,d,1
La liga,2018,14,2018-12-02,Real Betis,1,0,1.31385,1.39194,1.31385,1.39194,-0.07808999999999999,1.3048,h,1,0,0,w,3
La liga,2018,14,2018-12-02,Real Sociedad,0,1,1.39194,1.31385,1.39194,1.31385,0.07808999999999999,1.3881999999999999,a,0,1,0,l,0
La liga,2018,14,2018-12-02,Sevilla,1,1,1.64539,1.0211,1.64539,1.0211,0.62429,1.8640000000000003,a,0,0,1,d,1
La liga,2018,14,2018-12-02,Villarreal,0,2,0.941415,0.99822,0.941415,0.99822,-0.056804999999999994,1.298,a,0,1,0,l,0
La liga,2018,14,2018-12-03,Athletic Club,0,3,0.950526,2.15414,0.950526,2.15414,-1.203614,0.517,a,0,1,0,l,0
La liga,2018,14,2018-12-03,Levante,3,0,2.15414,0.950526,2.15414,0.950526,1.203614,2.2894,h,1,0,0,w,3
La liga,2018,15,2018-12-07,Getafe,1,1,1.10842,1.49188,1.10842,1.49188,-0.38346000000000013,1.0703,a,0,0,1,d,1
La liga,2018,15,2018-12-07,Leganes,1,1,1.49188,1.10842,1.49188,1.10842,0.38346000000000013,1.643,h,0,0,1,d,1
La liga,2018,15,2018-12-08,Alaves,0,3,1.36734,2.64303,1.36734,2.64303,-1.27569,0.5416000000000001,a,0,1,0,l,0
La liga,2018,15,2018-12-08,Atletico Madrid,3,0,2.64303,1.36734,2.64303,1.36734,1.27569,2.2678,h,1,0,0,w,3
La liga,2018,15,2018-12-08,Barcelona,4,0,3.16793,0.812936,3.16793,0.812936,2.354994,2.7640000000000002,a,1,0,0,w,3
La liga,2018,15,2018-12-08,Celta Vigo,3,2,2.48201,1.74178,2.48201,1.74178,0.7402299999999997,1.8777,a,1,0,0,w,3
La liga,2018,15,2018-12-08,Espanyol,0,4,0.812936,3.16793,0.812936,3.16793,-2.354994,0.1543,h,0,1,0,l,0
La liga,2018,15,2018-12-08,Sevilla,1,1,1.64731,1.44342,1.64731,1.44342,0.20389000000000013,1.5406,a,0,0,1,d,1
La liga,2018,15,2018-12-08,Valencia,1,1,1.44342,1.64731,1.44342,1.64731,-0.20389000000000013,1.1683,h,0,0,1,d,1
La liga,2018,15,2018-12-08,Villarreal,2,3,1.74178,2.48201,1.74178,2.48201,-0.7402299999999997,0.8964,h,0,1,0,l,0
La liga,2018,15,2018-12-09,Eibar,4,4,4.25053,2.17449,3.50725,2.17449,1.33276,2.4804999999999997,h,0,0,1,d,1
La liga,2018,15,2018-12-09,Levante,4,4,2.17449,4.25053,2.17449,3.50725,-1.33276,0.4009,a,0,0,1,d,1
La liga,2018,15,2018-12-09,Rayo Vallecano,0,2,0.671932,2.2468,0.671932,1.50353,-0.8315980000000001,0.3332,a,0,1,0,l,0
La liga,2018,15,2018-12-09,Real Betis,2,0,2.2468,0.671932,1.50353,0.671932,0.8315980000000001,2.5142,h,1,0,0,w,3
La liga,2018,15,2018-12-09,Real Madrid,1,0,0.460413,1.04156,0.460413,1.04156,-0.5811470000000001,0.7242,a,1,0,0,w,3
La liga,2018,15,2018-12-09,Real Sociedad,1,2,1.7451,1.31256,1.7451,1.31256,0.43254000000000015,1.6883000000000001,h,0,1,0,l,0
La liga,2018,15,2018-12-09,Real Valladolid,2,1,1.31256,1.7451,1.31256,1.7451,-0.43254000000000015,1.0442,a,1,0,0,w,3
La liga,2018,15,2018-12-09,SD Huesca,0,1,1.04156,0.460413,1.04156,0.460413,0.5811470000000001,1.9356000000000002,h,0,1,0,l,0
La liga,2018,15,2018-12-10,Athletic Club,1,0,1.79501,0.145529,1.05186,0.145529,0.906331,2.7133999999999996,h,1,0,0,w,3
La liga,2018,15,2018-12-10,Girona,0,1,0.145529,1.79501,0.145529,1.05186,-0.906331,0.1661,a,0,1,0,l,0
La liga,2018,16,2018-12-14,Celta Vigo,0,0,1.24233,0.978595,1.24233,0.978595,0.26373499999999994,1.5839999999999999,h,0,0,1,d,1
La liga,2018,16,2018-12-14,Leganes,0,0,0.978595,1.24233,0.978595,1.24233,-0.26373499999999994,1.1055000000000001,a,0,0,1,d,1
La liga,2018,16,2018-12-15,Atletico Madrid,3,2,1.94316,0.691151,1.19988,0.691151,0.5087290000000001,2.3731,a,1,0,0,w,3
La liga,2018,16,2018-12-15,Eibar,1,1,1.60912,2.10397,0.86584,2.10397,-1.23813,1.0079,h,0,0,1,d,1
La liga,2018,16,2018-12-15,Getafe,1,0,0.358274,0.608285,0.358274,0.608285,-0.250011,0.9755,h,1,0,0,w,3
La liga,2018,16,2018-12-15,Rayo Vallecano,0,1,0.588603,1.25069,0.588603,1.25069,-0.6620870000000001,0.7522,a,0,1,0,l,0
La liga,2018,16,2018-12-15,Real Madrid,1,0,1.25069,0.588603,1.25069,0.588603,0.6620870000000001,1.9470999999999998,h,1,0,0,w,3
La liga,2018,16,2018-12-15,Real Sociedad,0,1,0.608285,0.358274,0.608285,0.358274,0.250011,1.5611000000000002,a,0,1,0,l,0
La liga,2018,16,2018-12-15,Real Valladolid,2,3,0.691151,1.94316,0.691151,1.19988,-0.5087290000000001,0.42790000000000006,h,0,1,0,l,0
La liga,2018,16,2018-12-15,Valencia,1,1,2.10397,1.60912,2.10397,0.86584,1.23813,1.7368999999999999,a,0,0,1,d,1
La liga,2018,16,2018-12-16,Barcelona,5,0,3.96017,0.830663,3.96017,0.830663,3.1295070000000003,2.8671999999999995,a,1,0,0,w,3
La liga,2018,16,2018-12-16,Espanyol,1,3,0.52284,1.8151,0.52284,0.950586,-0.42774600000000007,0.34019999999999995,h,0,1,0,l,0
La liga,2018,16,2018-12-16,Girona,0,2,0.811788,2.28195,0.811788,1.53867,-0.726882,0.3831,a,0,1,0,l,0
La liga,2018,16,2018-12-16,Levante,0,5,0.830663,3.96017,0.830663,3.96017,-3.1295070000000003,0.0916,h,0,1,0,l,0
La liga,2018,16,2018-12-16,Real Betis,3,1,1.8151,0.52284,0.950586,0.52284,0.42774600000000007,2.4842999999999997,a,1,0,0,w,3
La liga,2018,16,2018-12-16,SD Huesca,2,2,3.99291,1.64884,2.50674,0.905562,1.6011780000000002,2.6922,h,0,0,1,d,1
La liga,2018,16,2018-12-16,Sevilla,2,0,2.28195,0.811788,1.53867,0.811788,0.726882,2.4462,h,1,0,0,w,3
La liga,2018,16,2018-12-16,Villarreal,2,2,1.64884,3.99291,0.905562,2.50674,-1.6011780000000002,0.21839999999999998,a,0,0,1,d,1
La liga,2018,16,2018-12-17,Alaves,0,0,0.479834,0.334381,0.479834,0.334381,0.145453,1.3973,h,0,0,1,d,1
La liga,2018,16,2018-12-17,Athletic Club,0,0,0.334381,0.479834,0.334381,0.479834,-0.145453,1.0973,a,0,0,1,d,1
La liga,2018,17,2018-12-21,Alaves,1,0,0.877996,1.06219,0.877996,1.06219,-0.18419399999999997,1.2013,a,1,0,0,w,3
La liga,2018,17,2018-12-21,Getafe,1,1,0.581831,1.20739,0.581831,1.20739,-0.625559,0.7551000000000001,a,0,0,1,d,1
La liga,2018,17,2018-12-21,Girona,1,1,1.20739,0.581831,1.20739,0.581831,0.625559,1.9416000000000002,h,0,0,1,d,1
La liga,2018,17,2018-12-21,Real Sociedad,0,1,1.06219,0.877996,1.06219,0.877996,0.18419399999999997,1.4662000000000002,h,0,1,0,l,0
La liga,2018,17,2018-12-22,Athletic Club,1,1,1.14498,0.59208,0.401699,0.59208,-0.19038100000000008,1.9355999999999998,h,0,0,1,d,1
La liga,2018,17,2018-12-22,Atletico Madrid,1,0,1.03123,0.71456,0.288076,0.71456,-0.426484,1.7071999999999998,h,1,0,0,w,3
La liga,2018,17,2018-12-22,Barcelona,2,0,1.56177,0.517005,1.56177,0.517005,1.044765,2.2763,h,1,0,0,w,3
La liga,2018,17,2018-12-22,Celta Vigo,0,2,0.517005,1.56177,0.517005,1.56177,-1.044765,0.5003,a,0,1,0,l,0
La liga,2018,17,2018-12-22,Eibar,1,1,2.06958,1.40023,1.3263,1.40023,-0.07393000000000005,1.9156,a,0,0,1,d,1
La liga,2018,17,2018-12-22,Espanyol,0,1,0.71456,1.03123,0.71456,0.288076,0.426484,0.95,a,0,1,0,l,0
La liga,2018,17,2018-12-22,Real Betis,1,1,1.40023,2.06958,1.40023,1.3263,0.07393000000000005,0.7837000000000001,h,0,0,1,d,1
La liga,2018,17,2018-12-22,Real Valladolid,1,1,0.59208,1.14498,0.59208,0.401699,0.19038100000000008,0.7059,a,0,0,1,d,1
La liga,2018,17,2018-12-23,Leganes,1,1,1.13295,0.697523,1.13295,0.697523,0.4354269999999999,1.7446000000000002,h,0,0,1,d,1
La liga,2018,17,2018-12-23,Levante,1,2,0.88589,2.51639,0.88589,2.51639,-1.6305,0.3722,a,0,1,0,l,0
La liga,2018,17,2018-12-23,Rayo Vallecano,2,1,2.51639,0.88589,2.51639,0.88589,1.6305,2.4802999999999997,h,1,0,0,w,3
La liga,2018,17,2018-12-23,SD Huesca,1,2,2.27108,3.83492,1.5278,3.83492,-2.30712,0.546,a,0,1,0,l,0
La liga,2018,17,2018-12-23,Sevilla,1,1,0.697523,1.13295,0.697523,1.13295,-0.4354269999999999,0.9097000000000001,a,0,0,1,d,1
La liga,2018,17,2018-12-23,Valencia,2,1,3.83492,2.27108,3.83492,1.5278,2.30712,2.3034,h,1,0,0,w,3
La liga,2018,17,2019-01-03,Real Madrid,2,2,1.39918,1.01914,1.39918,1.01914,0.38004000000000016,1.6602,a,0,0,1,d,1
La liga,2018,17,2019-01-03,Villarreal,2,2,1.01914,1.39918,1.01914,1.39918,-0.38004000000000016,1.0335,h,0,0,1,d,1
La liga,2018,18,2019-01-04,Espanyol,1,0,1.68261,0.358462,1.68261,0.358462,1.3241479999999999,2.4516,h,1,0,0,w,3
La liga,2018,18,2019-01-04,Girona,2,2,1.03454,1.86969,1.03454,1.86969,-0.8351500000000001,0.7606999999999999,a,0,0,1,d,1
La liga,2018,18,2019-01-04,Leganes,0,1,0.358462,1.68261,0.358462,1.68261,-1.3241479999999999,0.3549,a,0,1,0,l,0
La liga,2018,18,2019-01-04,Levante,2,2,1.86969,1.03454,1.86969,1.03454,0.8351500000000001,2.003,h,0,0,1,d,1
La liga,2018,18,2019-01-05,Alaves,2,1,2.58897,1.06272,2.58897,1.06272,1.52625,2.4576000000000002,h,1,0,0,w,3
La liga,2018,18,2019-01-05,Rayo Vallecano,1,0,1.02768,1.7931,1.02768,1.04983,-0.022150000000000114,0.7208,a,1,0,0,w,3
La liga,2018,18,2019-01-05,Real Betis,1,2,1.03632,1.33807,0.293038,1.33807,-1.045032,1.016,a,0,1,0,l,0
La liga,2018,18,2019-01-05,Real Valladolid,0,1,1.7931,1.02768,1.04983,1.02768,0.022150000000000114,2.0192,h,0,1,0,l,0
La liga,2018,18,2019-01-05,SD Huesca,2,1,1.33807,1.03632,1.33807,0.293038,1.045032,1.6346,h,1,0,0,w,3
La liga,2018,18,2019-01-05,Valencia,1,2,1.06272,2.58897,1.06272,2.58897,-1.52625,0.3879,a,0,1,0,l,0
La liga,2018,18,2019-01-06,Atletico Madrid,1,1,0.758265,1.57396,0.758265,1.57396,-0.8156950000000001,0.7061999999999999,a,0,0,1,d,1
